,HEK293T,HeLa,A549,HaCaT,MCF7,HUH7,PC3,Tera1,JEG3,SKNSH
0_lib2_controls_38,1.0258589827833429,1.0999928467963909,0.922861623246042,0.8390586916753742,1.742958380790827,1.8142705501943928,1.6329336857213448,1.2268097172619359,0.9202243237691873,0.9126878791163993
0_lib2_controls_39,0.8361457697132488,0.9327990530044366,0.79459499097354,0.8432941806911105,1.102993567604247,1.498854401080012,1.5576127229563674,1.2841897538091445,0.9408227444804178,1.022277211660734
0_lib2_controls_40,0.7208675252408305,1.2563825199273206,0.9065482456460209,0.5475150401609021,1.5184318819275107,2.242553678687651,1.15642101903552,0.9817991317664875,1.0778522241005148,0.8893903589637661
0_lib2_controls_41,0.9191517173957178,1.3647680643328275,1.0376326125628805,1.1543955351116382,1.5062504981776696,1.911455332888207,1.9265829382525852,1.631716100392468,1.206285483824368,1.1907497914286842
0_lib2_controls_42,1.0847168344608984,1.6809228696530212,1.2848223781020451,0.9692731462037462,1.5441161476582772,2.9221568115739034,2.4539980447192202,1.4773353950078396,1.2867161940023712,1.2704627392949985
0_lib2_controls_43,0.9906790604852517,1.0071853237348685,1.0418490467272108,0.9986509373553978,1.0152721808870144,1.78303450557111,1.623524501734544,1.4905753677942246,0.8289913538483846,1.0579800226775389
0_lib2_controls_44,1.4983126306918917,1.868971762264821,1.5418194705177086,1.5794474589878569,2.1583400871117657,3.2070348283253685,2.6877061430457245,1.8550541570940704,1.6290952422363998,1.6194568237139946
0_lib2_controls_45,0.9271838009454971,1.3415417832159529,1.1302798736176969,0.8655575475096063,1.6608713869300158,2.463572516104602,1.8532927731318432,1.2747121723628543,1.2513986163607616,1.2292685483068204
0_lib2_controls_46,1.2210543761192227,1.6245064580982609,1.1012784922507124,1.114501382336587,1.7562567552337955,2.8831692619844267,2.4640573908144345,1.5843115940756116,1.2859098004174538,1.305304480664402
0_lib2_controls_47,0.805814782626142,1.0537386837918077,0.7746895537548342,0.7265469484886005,1.546674233197391,1.879841827308651,1.258287285649381,1.1101912241285161,1.0290381678934513,0.8441311895255988
0_lib2_controls_48,1.0120569542204858,1.792218228392737,1.1493367034323918,1.0092678984974246,1.6900678253255994,2.9969021820396184,1.9157147019063896,1.6162049522396487,1.4543020896456074,1.0753335586030113
